"prompt_id","title","category","department","copilot_surface","environment_tags","theme","prompt_text","description","tips","difficulty","workflow_area","tags","risk_flag","usage_score","persona"
"MDA-003","Outlier and Anomaly Detection","Universal Toolkit","Universal","Excel","Excel|Copilot Chat","Analytics","Act as a statistical analyst with expertise in anomaly detection and exception reporting. Analyze this [DATA_TYPE] for outliers and anomalies: (1) Statistical Outliers — identify values more than [X: default 2] standard deviations from the mean for each numeric field; table: Field | Value | Mean | StdDev | Z-Score | Record ID, (2) Behavioral Anomalies — patterns that deviate from historical norms: sudden changes, unusual combinations of values, activity outside normal hours/patterns, (3) Business Rule Violations — values that violate known constraints: [SPECIFY_RULES: e.g., salary cannot exceed band maximum, approval amounts have delegation limits], (4) Trend Breaks — metrics that suddenly changed direction or magnitude compared to prior [PERIOD], (5) Risk Assessment — for each anomaly: Likely Cause (data error / legitimate exception / potential fraud / process failure) and Recommended Investigation Action. Rank anomalies by severity: Critical (requires immediate investigation) / Moderate (review within 1 week) / Low (monitor). Explain your statistical methodology and note where sample sizes are too small for reliable detection.","Detects statistical outliers, behavioral anomalies, and business rule violations with risk-ranked investigation recommendations.","Provide historical baseline data for better anomaly detection. Specify known business rules and constraints. Add ""False positive tolerance: [LOW/MEDIUM/HIGH]"" to calibrate sensitivity. For financial data, focus on round-number amounts and just-below-threshold values.","Advanced","Analytics","anomaly-detection|outliers|statistical-analysis|exceptions","High Risk","3","Analyst|Manager"
"MDA-005","Alert and Escalation Rule Builder","Universal Toolkit","Universal","Chat","Copilot Chat Only","Automation","Act as a process automation architect with expertise in alert and escalation design. Design an alerting framework for [PROCESS_OR_SYSTEM]: (1) Alert Conditions — table: Trigger Event | Threshold | Severity (P1-P4) | Example Scenario, (2) Notification Matrix — who gets notified at each severity: table: Severity | Primary Recipient | Escalation To (if no response in X hours) | Channel (email/Teams/phone), (3) Escalation Ladder — define time-based escalation: if P1 not acknowledged in 15 min → escalate to [ROLE]; if still unresolved in 1 hour → escalate to [ROLE], (4) Alert Suppression Rules — prevent alert fatigue: batch similar alerts, suppress during maintenance windows, deduplicate recurring alerts, (5) Response Playbook — for each alert type: first 3 steps the responder should take, (6) Measurement — track: alert volume, response time, false positive rate, mean time to resolution. Think through edge cases: what if the primary recipient is unavailable? What if multiple alerts fire simultaneously? Verify that every alert has a clear owner and that escalation paths don't create loops.","Designs comprehensive alerting and escalation frameworks with notification routing, suppression logic, and response playbooks.","Start with your highest-impact scenarios. Add ""Our current pain points with alerts are [ISSUES]"" to focus on real problems. For large organizations, design alerts by role/team rather than individual to handle turnover.","Advanced","Automation","alerting|escalation-rules|triggers|notification-design","High Risk","3","Designer/Creator|Manager"
"MKT-BRD-002","Crisis Communication Plan","Department-Specific","Marketing","Chat","Licensed M365 Copilot","Brand & Communications","Act as a brand strategist and communications expert. Prepare a crisis communication plan: anticipated crises for [COMPANY/INDUSTRY], response templates, approval chains, and key messages. How will we respond quickly while protecting reputation?. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Prepares organization for reputation-threatening situations.","Identify credible crisis scenarios; Copilot will draft response templates. Align with legal/compliance on messaging.","Advanced","Brand & Communications","crisis-communication|reputation-management|preparedness","","3","Admin/Coordinator|Analyst|Brand Manager|Planner/Strategist|Writer/Editor"
"MKT-BRD-003","Stakeholder Communication""","Department-Specific","Marketing","Chat","Licensed M365 Copilot","Brand & Communications","Act as a brand strategist and communications expert. Plan internal/external communications for [INITIATIVE/NEWS]. Stakeholders: [STAKEHOLDERS]. Key message: [MESSAGE]. Channels/timing: [PLAN]. How to manage expectations and concerns?. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Coordinates stakeholder communication to ensure alignment and understanding.","Tailor message for each stakeholder type; Copilot will help. Anticipate concerns and address proactively.","Intermediate","Brand & Communications","stakeholder-communication|internal-comms|change-management","","3","Admin/Coordinator|Analyst|Brand Manager|Campaign Manager|Manager|Planner/Strategist|Writer/Editor"
"MKT-BRD-004","Employee Advocacy Program","Department-Specific","Marketing","Chat","Licensed M365 Copilot","Brand & Communications","Act as a brand strategist and communications expert. Design an employee advocacy program: goal (amplify reach? brand awareness?), content, incentives, and ease of participation. How will employees share and what should they say?. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Mobilizes employees as authentic brand ambassadors for greater reach.","Make it easy to participate; provide content and talking points. Track participation and impact; celebrate advocates.","Intermediate","Brand & Communications","employee-advocacy|social-media|amplification","","3","Analyst|Brand Manager|Content Strategist|Designer/Creator|Planner/Strategist|Writer/Editor"
"MKT-BRD-005","Brand Voice Guidelines","Department-Specific","Marketing","Chat","Copilot Chat Only","Brand Management","Act as a brand governance specialist with expertise in voice consistency and standards. Develop brand voice guidelines for [BRAND]: 1) Brand Personality (3-5 traits with definitions), 2) Voice Characteristics (table: We Are | We Are Not), 3) Tone Spectrum by channel (social vs. formal vs. support), 4) Writing Do's and Don'ts with examples, 5) Sample copy for key touchpoints. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Codifies brand voice so all content creators produce consistent messaging across channels.","Include real before/after examples. Test guidelines with a team member who was not involved in creating them. Review quarterly as brand evolves.","Intermediate","Brand Management","brand-voice|guidelines|content|messaging","","3","Analyst|Brand Manager|Campaign Manager|Content Strategist|Writer/Editor"
"MKT-CMP-003","Content Refinement","Department-Specific","Marketing","Chat","Licensed M365 Copilot","Campaign & Content","Act as a senior marketing strategist with expertise in campaign performance and ROI optimization. Review this marketing content [PIECE]: [CONTENT]. Improve: clarity, persuasiveness, brand voice, call-to-action, and fit with audience. Preserve message intent; tighten by [%]. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Enhances content for greater impact and engagement.","Describe target audience and conversion goal; Copilot will optimize for impact. A/B test versions if possible.","Beginner","Campaign & Content","content-refinement|optimization|engagement","","3","Analyst|Brand Manager|Campaign Manager|Content Strategist|Market Researcher|Planner/Strategist|Writer/Editor"
"MKT-CMP-004","A/B Testing Strategy","Department-Specific","Marketing","Chat","Copilot Chat Only","Campaign Strategy","Act as a performance marketing strategist with expertise in data-driven campaign optimization. Design an A/B testing plan for [CAMPAIGN_OR_PAGE]: 1) Hypothesis (what we believe and why), 2) Test Variables (what changes between A and B), 3) Success Metrics (primary and secondary), 4) Sample Size calculation, 5) Test Duration, 6) Statistical Significance threshold, 7) Decision Framework (what we do with results). Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output.","Creates rigorous testing plans that generate actionable insights rather than inconclusive data.","Test one variable at a time. Ensure sample size is large enough for significance. Define success criteria before running the test — do not move goalposts.","Intermediate","Campaign Strategy","AB-testing|optimization|experimentation|data","","3","Analyst|Campaign Manager|Designer/Creator|Marketing Analyst|Planner/Strategist"
"MKT-NTB-002","Brand Strategy Brief","Department-Specific","Marketing","Notebooks","Licensed M365 Copilot|Research Agent","Brand & Communications","Act as a brand strategist and communications expert. Develop a brand strategy brief: current positioning, target audience, desired perception, key messages, and brand experience. How should we evolve to stay relevant? What's our brand promise?. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Comprehensive brand strategy guiding all marketing and communications.","Use customer research, competitive analysis, and brand assessment; Copilot will synthesize. Validate with leadership and customers.","Advanced","Brand & Communications","brand-strategy|positioning|differentiation","","3","Analyst|Brand Manager|Market Researcher|Planner/Strategist|Writer/Editor"
"PRO-NTB-001","Annual Vendor Review","Department-Specific","Procurement","Notebooks","Licensed M365 Copilot|Research Agent","Vendor Management","Act as a strategic sourcing specialist with expertise in vendor performance management. Prepare an annual vendor review: performance summary, cost trend, risk assessment, and recommendations (continue, consolidate, replace, or expand). Audience: procurement leadership. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Executive briefing on vendor portfolio health and strategic actions.","Use vendor scorecard, spend data, and market intelligence; Copilot will synthesize. Include action items.","Advanced","Vendor Management","vendor-management|executive-briefing|strategic-planning","","3","Analyst|Executive|Planner/Strategist|Procurement Analyst|Sourcing Specialist"
"RPL-001","Policy Rule Interpreter","Universal Toolkit","Universal","Chat","Copilot Chat Only","Governance","Act as a policy analyst with expertise in [POLICY_DOMAIN: e.g., immigration, compensation, employee relations, learning, payroll, risk]. I need to interpret and apply the following policy: [POLICY_NAME or POLICY_TEXT]. For this specific situation: [SITUATION_DESCRIPTION]. Walk through the analysis: (1) Applicable Rules — which specific policy provisions apply to this situation, with section references, (2) Rule Application — step-by-step application of each rule to the facts, showing your reasoning at each decision point, (3) Decision — what the policy requires, permits, or prohibits, (4) Exceptions — are there any exceptions, exemptions, or discretionary provisions that could apply, (5) Rationale — plain-language explanation of WHY the policy leads to this outcome (suitable for communicating to the affected individual), (6) Caveats — what additional information would change the analysis, and when should this be escalated to Legal/HR/Compliance. Do not provide legal advice — frame as policy interpretation. Flag any ambiguity in the policy text that requires authoritative clarification.","Interprets business policies for specific situations with step-by-step rule application and plain-language rationale.","Provide the actual policy text or section numbers. Be specific about the situation facts. Add ""This person is in [JURISDICTION]"" for location-specific rules. Always have the output reviewed by the policy owner before acting on it.","Advanced","Governance","policy-interpretation|business-rules|compliance|decision-logic","High Risk","3","Analyst|Planner/Strategist|Writer/Editor"
"RPL-002","Jurisdictional Logic Analyzer","Universal Toolkit","Universal","Chat","Copilot Chat Only","Compliance","Act as a regulatory compliance analyst with expertise in multi-jurisdictional employment and business law. I need to understand how [POLICY_OR_REGULATION] applies differently across jurisdictions: [JURISDICTIONS: e.g., US Federal, Ontario, Quebec, BC, Alberta]. For each jurisdiction: (1) Applicable Law — the governing statute or regulation, (2) Key Requirements — what the law requires, with specific thresholds and deadlines, (3) Differences from Federal/National Standard — what is more or less restrictive, (4) Compliance Actions — what we specifically need to do in this jurisdiction. Format as a comparison matrix: Requirement | Federal | Jurisdiction A | Jurisdiction B | Jurisdiction C | Most Restrictive. Then provide: (5) Practical Guidance — recommended approach that satisfies ALL jurisdictions simultaneously where possible, (6) Jurisdiction-Specific Exceptions — where a one-size-fits-all approach won't work. Verify that your analysis reflects the most current version of each regulation. Flag any recent or pending changes that could affect compliance.","Compares regulatory requirements across jurisdictions with a compliance matrix and practical guidance.","Specify the exact jurisdictions relevant to your operations. Add ""We have employees in [LOCATIONS]"" for targeted analysis. For US-Canada comparisons, note that Canadian provincial law often differs significantly from federal. Always validate with local legal counsel.","Advanced","Compliance","jurisdictional-logic|multi-jurisdiction|US-Canada|regulatory","High Risk","3","Analyst"
"TDG-002","Agreement and Contract Template Population","Universal Toolkit","Universal","Word","Word|Copilot Chat","Content Drafting","Act as a contract administration specialist with expertise in agreement preparation. Using our [TEMPLATE_TYPE: e.g., NDA, vendor agreement, consulting agreement, licensing agreement] template, populate the variable fields with: [DEAL_DETAILS]. (1) Field Population — complete all bracketed/highlighted fields: party names, dates, amounts, scope, term, notice addresses, (2) Clause Selection — where the template offers alternative clauses (e.g., indemnification options, liability caps), recommend the appropriate option based on [RISK_PROFILE] and explain your reasoning, (3) Schedule/Exhibit Completion — populate any attached schedules with: scope of work, pricing tables, SLAs, deliverables, (4) Consistency Check — verify that: party names are consistent throughout, dates are logical (start before end), cross-references are correct, defined terms match their usage, (5) Missing Information — flag fields that could not be populated and specify what information is needed. Do not modify standard legal language — only populate variable fields. Verify mathematical accuracy of all financial terms. Flag any unusual deal terms that deviate from our standard template.","Populates contract templates with deal-specific information, clause selection, and consistency validation.","Provide the template and all deal details. Add ""Our standard terms for [DEAL_TYPE] include [KEY_TERMS]"" to guide clause selection. Always have Legal review the completed agreement before execution.","Advanced","Content Drafting","contract-template|agreement-generation|legal-documents|template-population","","3","Admin/Coordinator|Writer/Editor"
"UT-CIN-001","Executive Leader Custom Instructions","Universal Toolkit","Universal","Custom Instructions","Copilot Chat Only","Custom Instructions","Act as a Copilot configuration specialist who designs personalized AI workflows. Set up Copilot for an executive leader who needs: fast briefings on strategic topics, board-ready content, competitive intelligence synthesis, and quick decisions on major investments. Include: tone preferences, output formats, key contexts, and gotchas to avoid. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Personalizes Copilot for executive workflows and communication style.","Build the template; user refines based on first few uses. Covers reporting style, preferred brevity, risk tolerance, and decision-support needs.","Advanced","Custom Instructions","personalization|leadership|efficiency","","3","Analyst|Designer/Creator|Executive|Planner/Strategist|Researcher|Writer/Editor"
"UT-CIN-002","HR Business Partner Custom Instructions","Universal Toolkit","Universal","Custom Instructions","Copilot Chat Only","Custom Instructions","Act as a Copilot configuration specialist who designs personalized AI workflows. Set up Copilot for an HR Business Partner supporting [BUSINESS_UNIT]. Focus: workforce planning, org design advice, people metrics, and employee relations guidance. Include: confidentiality guardrails, tone (empathetic, analytical), and compliance checks. Think through each element systematically before producing output. Note any assumptions made and flag areas where additional information would improve the analysis.","Configures Copilot for HR workflows while maintaining confidentiality and compliance.","Emphasize people sensitivity; Copilot should flag privacy concerns. Include guidance on when to involve legal/compliance.","Intermediate","Custom Instructions","personalization|HR|governance","High Risk","3","Analyst|Designer/Creator|Planner/Strategist|Writer/Editor"
"UT-CIN-003","Data Analyst Custom Instructions","Universal Toolkit","Universal","Custom Instructions","Copilot Chat Only","Custom Instructions","Act as a Copilot configuration specialist who designs personalized AI workflows. Set up Copilot for a data analyst who needs: data validation checks, SQL/Python code generation, visualization recommendations, and statistical guidance. Include: accuracy standards, acceptable tools, limitations of Copilot analysis, and when to escalate to expert. Think through each element systematically before producing output. Note any assumptions made and flag areas where additional information would improve the analysis.","Tunes Copilot for analytical rigor and appropriate use of AI-assisted coding.","Specify tools used (Excel, Python, SQL); Copilot will adjust suggestions. Include guardrails on model validation and assumption checking.","Advanced","Custom Instructions","personalization|analytics|governance","","3","Analyst|Designer/Creator"
"UT-CIN-004","Marketing Manager Custom Instructions","Universal Toolkit","Universal","Custom Instructions","Copilot Chat Only","Custom Instructions","Act as a Copilot configuration specialist who designs personalized AI workflows. Set up Copilot for a marketing manager. Focus: campaign strategy, content ideation and drafting, audience insights, and competitive positioning. Include: brand voice, approval workflows, channel preferences, and measurement mindset. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Aligns Copilot with marketing workflows and brand standards.","Provide brand guidelines and past campaign examples; Copilot learns voice. Include approval workflows (draft → review → execute).","Intermediate","Custom Instructions","personalization|marketing|brand-consistency","","3","Analyst|Designer/Creator|Planner/Strategist|Writer/Editor"
"UT-CIN-005","Procurement Analyst Custom Instructions","Universal Toolkit","Universal","Custom Instructions","Copilot Chat Only","Custom Instructions","Act as a Copilot configuration specialist who designs personalized AI workflows. Set up Copilot for a procurement analyst. Focus: vendor evaluation, contract analysis, spend insights, and sourcing strategy. Include: risk tolerance, approval thresholds, compliance requirements, and escalation criteria. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Configures Copilot for procurement workflows within governance frameworks.","Include company policies (signing authority, vendor scorecards, preferred suppliers); Copilot will reference. Add compliance checklist (conflict of interest, ethics).","Intermediate","Custom Instructions","personalization|procurement|compliance","","3","Analyst|Designer/Creator|Planner/Strategist"
"UT-CIN-006","Project Manager Custom Instructions","Universal Toolkit","Universal","Custom Instructions","Copilot Chat Only","Custom Instructions","Act as a Copilot configuration specialist who designs personalized AI workflows. Set up Copilot for a project manager. Focus: planning, risk management, schedule analysis, and status communication. Include: project context, milestone structure, reporting cadence, and escalation criteria. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Personalizes Copilot for project management and governance communication.","Describe your project portfolio and reporting style; Copilot will tailor. Include templates for status, risk, and change logs.","Intermediate","Custom Instructions","personalization|project-management|governance","","3","Admin/Coordinator|Analyst|Designer/Creator|Manager|Planner/Strategist|Writer/Editor"
"UT-CIN-007","Real Estate Manager Custom Instructions","Universal Toolkit","Universal","Custom Instructions","Copilot Chat Only","Custom Instructions","Act as a Copilot configuration specialist who designs personalized AI workflows. Set up Copilot for a real estate manager. Focus: lease analysis, portfolio optimization, space planning, and cost management. Include: market context, financial criteria, sustainability goals, and decision framework. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Optimizes Copilot for real estate portfolio management and analysis.","Provide lease templates and portfolio structure; Copilot learns your deals. Include sustainability and ESG priorities.","Intermediate","Custom Instructions","personalization|real-estate|portfolio-management","","3","Analyst|Designer/Creator|Planner/Strategist"
"UT-CIN-008","Communications Lead Custom Instructions","Universal Toolkit","Universal","Custom Instructions","Copilot Chat Only","Custom Instructions","Act as a Copilot configuration specialist who designs personalized AI workflows. Set up Copilot for a communications lead. Focus: messaging, audience adaptation, internal/external narrative, and crisis communication. Include: brand voice, tone guidelines, approval chains, and off-limit topics. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Configures Copilot for communications workflows with brand and compliance controls.","Provide brand book, past communications, and style guide; Copilot will learn tone. Add compliance guardrails (legal, ethics, crisis protocols).","Intermediate","Custom Instructions","personalization|communications|brand-governance","High Risk","3","Analyst|Designer/Creator|Writer/Editor"
"UT-CIN-010","Learning & Development Lead Custom Instructions","Universal Toolkit","Universal","Custom Instructions","Copilot Chat Only","Custom Instructions","Act as a Copilot configuration specialist who designs personalized AI workflows. Set up Copilot for an L&D professional. Focus: learning design, content creation, skill assessment, and capability building. Include: learning philosophy, audience diversity, delivery modality, and measurement approach. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Tailors Copilot for instructional design and learning effectiveness.","Describe your learner population and preferred delivery (classroom, digital, blended); Copilot will adjust content and pacing. Include accessibility requirements.","Intermediate","Custom Instructions","personalization|learning|development","","3","Analyst|Designer/Creator|Writer/Editor"
"UT-CIN-011","Data Privacy Guardian","Universal Toolkit","Universal","Custom Instructions","Licensed M365 Copilot","Governance","Act as a governance and compliance specialist with expertise in policy management. Custom Instruction: When I share documents or data, always: 1) Flag any PII or sensitive data before processing, 2) Suggest redaction where appropriate, 3) Never include customer names or account numbers in summaries, 4) Remind me of data classification if content appears confidential, 5) Default to internal-only classification unless told otherwise. Think through each element systematically before producing output. Note any assumptions made and flag areas where additional information would improve the analysis.","Adds a data privacy layer to all Copilot interactions to prevent accidental data exposure.","Set this as a persistent custom instruction. Review monthly to align with updated privacy policies. Combine with DLP policies for comprehensive protection.","Intermediate","Governance","custom-instructions|privacy|DLP|compliance","","3","Analyst|Writer/Editor"
"UT-CIN-012","Executive Communication Style","Universal Toolkit","Universal","Custom Instructions","Licensed M365 Copilot","Executive Communication","Act as a senior executive communications writer who specializes in leadership-ready content. Custom Instruction: Format all my outputs for executive audiences: 1) Lead with the conclusion or recommendation, 2) Maximum 1 page unless I specify longer, 3) Use tables over paragraphs for data, 4) Include a clear Ask or Decision Needed section, 5) Bold key numbers and dates, 6) End with Next Steps and owners. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Forces all Copilot output into concise executive-ready format automatically.","Combine with department-specific instructions for maximum impact. Override with specific formatting when needed for different audiences.","Beginner","Executive Communication","custom-instructions|executive|formatting|style","","3","Analyst|Executive|Writer/Editor"
"UT-CIN-013","Project Management Enforcer","Universal Toolkit","Universal","Custom Instructions","Licensed M365 Copilot","Project Management","Act as a certified project manager with expertise in stakeholder communication. Custom Instruction: For all project-related requests: 1) Always include Owner/DRI for each action item, 2) Include specific dates not vague timelines, 3) Flag dependencies and risks, 4) Use RAG status (Red/Amber/Green) for status updates, 5) Ask me for missing information rather than assuming, 6) Track against previously stated milestones. Think through each element systematically before producing output. Note any assumptions made and flag areas where additional information would improve the analysis.","Adds project management rigor to all Copilot interactions automatically.","Set at the beginning of a project. Update milestones as they change. Works best when combined with a project charter or scope document.","Intermediate","Project Management","custom-instructions|PM|accountability|tracking","","3","Analyst|Manager|Planner/Strategist|Writer/Editor"
"UT-CIN-014","Brand Voice Consistency","Department-Specific","Marketing","Custom Instructions","Licensed M365 Copilot","Brand Management","Act as a brand governance specialist with expertise in voice consistency and standards. Custom Instruction: All content I create should follow our brand voice: 1) Tone: [SPECIFY - e.g. professional yet approachable], 2) Avoid: [SPECIFY - e.g. jargon/passive voice/exclamation marks], 3) Always: [SPECIFY - e.g. use active voice/include call to action], 4) Formatting: [SPECIFY - e.g. short paragraphs/bullet points for features], 5) Terminology: Use [PREFERRED_TERMS] instead of [AVOIDED_TERMS]. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Ensures all Copilot-generated content adheres to brand guidelines without manual review.","Fill in your specific brand voice attributes. Share with the marketing team for consistency. Review quarterly as brand evolves.","Beginner","Brand Management","custom-instructions|brand-voice|content|marketing","","3","Analyst|Brand Manager|Content Strategist|Writer/Editor"
"UT-CIN-015","Financial Analysis Standards","Universal Toolkit","Universal","Custom Instructions","Licensed M365 Copilot","Finance","Act as a financial analyst with expertise in modeling and variance analysis. Custom Instruction: For all financial analysis: 1) Show numbers in thousands with one decimal (e.g. $1.2K), 2) Always include YoY and QoQ comparisons, 3) Use RAG indicators for variance (Green: within 5%, Yellow: 5-10%, Red: >10%), 4) Include source data reference, 5) Flag assumptions explicitly, 6) Default currency: [SPECIFY]. Think through each element systematically before producing output. Note any assumptions made and flag areas where additional information would improve the analysis.","Standardizes financial output format for consistency across all Copilot-generated analysis.","Align thresholds with your company's materiality standards. Share with finance team for adoption. Update currency and formatting for regional teams.","Intermediate","Finance","custom-instructions|finance|formatting|standards","High Risk","3","Analyst"
"UT-CIN-016","Meeting Productivity Protocol","Universal Toolkit","Universal","Custom Instructions","Licensed M365 Copilot","Productivity","Act as a productivity and operations specialist. Custom Instruction: For all meeting-related tasks: 1) Agenda items must have time allocations, 2) Notes must capture decisions separately from discussion, 3) Action items must have owner and deadline, 4) Flag agenda items that could be an email instead, 5) Follow-up summaries sent within 2 hours, 6) Track carryover items from previous meetings. Think through each element systematically before producing output. Note any assumptions made and flag areas where additional information would improve the analysis.","Brings structure and accountability to meeting workflows through consistent Copilot behavior.","Apply to Teams meeting recaps. Works best when meeting organizers adopt the same standard. Review action items at the start of the next meeting.","Beginner","Productivity","custom-instructions|meetings|productivity|accountability","","3","Admin/Coordinator|Analyst"
"UT-CIN-017","Quality Assurance Checker","Universal Toolkit","Universal","Custom Instructions","Licensed M365 Copilot","Quality","Act as a quality assurance specialist with expertise in output validation. Custom Instruction: Before finalizing any output, automatically check: 1) Spelling and grammar, 2) Consistency of formatting (headers/bullets/numbering), 3) Accuracy of any calculations or numbers, 4) Completeness (are all requested sections present), 5) Tone appropriateness for the stated audience, 6) Flag any claims that need verification. Think through each element systematically before producing output. Note any assumptions made and flag areas where additional information would improve the analysis.","Adds an automatic quality check layer to all Copilot outputs before delivery.","Enable as a persistent instruction. Copilot will self-review before presenting output. Reduces review cycles and catches common errors.","Beginner","Quality","custom-instructions|QA|quality|review","","3","Analyst|Writer/Editor"
"UT-CIN-018","Regulatory Compliance Filter","Universal Toolkit","Universal","Custom Instructions","Licensed M365 Copilot","Compliance","Act as a regulatory compliance specialist with expertise in risk assessment. Custom Instruction: Apply these compliance checks to all content: 1) Flag language that could be construed as a guarantee or promise, 2) Ensure disclaimers are present for [SPECIFY - e.g. financial/medical/legal content], 3) Check for inclusive language, 4) Flag any references to competitors by name, 5) Ensure all claims have supporting evidence, 6) Default to conservative/cautious framing for external communications. Think through each element systematically before producing output. Note any assumptions made and flag areas where additional information would improve the analysis.","Automatically screens Copilot output for common compliance and regulatory risks.","Customize for your industry regulations. Have compliance team review and approve the instruction set. Update when regulations change.","Intermediate","Compliance","custom-instructions|compliance|regulatory|risk","High Risk","3","Analyst|Writer/Editor"
"UT-DAT-009","Risk Scoring Framework","Universal Toolkit","Universal","Chat","Copilot Chat Only","Data Analysis","Act as a senior data analyst with expertise in business intelligence. Create a risk score for [ENTITY_TYPE]: [ENTITIES]. Consider: [RISK_FACTORS]. For each entity, rate: likelihood (1-5), impact (1-5), and derive risk score (likelihood × impact). Rank and prioritize. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Operationalizes risk assessment for portfolio management and compliance.","Define what each factor means (e.g., late payment = 3/5); Copilot will score consistently. Use this with governance reviews.","Advanced","Data Analysis","risk-management|portfolio-management|compliance","High Risk","3","Analyst|Planner/Strategist"
"UT-DAT-012","Financial Model Builder","Universal Toolkit","Universal","Agent-Excel","Licensed M365 Copilot","Data Management","Act as a data management specialist with expertise in data quality and governance. Build a financial model in this workbook for [SCENARIO]: Create sheets for 1) Assumptions (input cells highlighted in blue), 2) Revenue Model (by product line and by month), 3) Cost Structure (fixed vs. variable), 4) P&L Summary (with formulas linking to assumptions), 5) Sensitivity Analysis (what-if on key variables). Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Creates a linked financial model where changing assumptions automatically flows through to outputs.","Use named ranges for key assumptions. Highlight input cells in blue and output cells in green. Include data validation dropdowns where applicable.","Advanced","Data Management","financial-model|excel|forecasting|analysis","","3","Analyst"
"UT-DAT-016","Workforce Planning Model","Universal Toolkit","Universal","Agent-Excel","Licensed M365 Copilot","HR Planning","Act as a workforce planning specialist with expertise in organizational design. Build a workforce planning model: 1) Current Headcount by department and role and level, 2) Attrition Assumptions (historical turnover rate by segment), 3) Growth Plan (new positions by quarter), 4) Cost Model (fully loaded cost per FTE by level), 5) Gap Analysis (required vs. projected headcount), 6) Hiring Timeline. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Models workforce supply and demand with cost implications for budget planning.","Use historical attrition data for accuracy. Include ramp time for new hires. Factor in internal mobility and promotions not just external hiring.","Advanced","HR Planning","workforce-planning|headcount|modeling|HR","","3","Analyst|Designer/Creator|Planner/Strategist"
"UT-DAT-020","Customer Churn Analysis","Universal Toolkit","Universal","Agent-Analyst","Licensed M365 Copilot","Analytics","Act as a senior analytics specialist with expertise in data-driven decision making. Analyze customer churn in [DATASET]: 1) Overall churn rate and trend, 2) Churn by segment (table: Segment | Churn Rate | Revenue Impact | Top Reason), 3) Early warning signals (behavioral patterns before churn), 4) Survival Analysis (time-to-churn distribution), 5) Retention Intervention Recommendations ranked by impact. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Identifies churn patterns and early warning indicators to enable proactive retention strategies.","Include customer activity data (logins/usage/support tickets) alongside account data. Look for behavioral changes 30-60-90 days before churn.","Advanced","Analytics","churn|retention|customer-analytics|prediction","","3","Analyst|Executive|Planner/Strategist"
